scenario_id,window_index,start_timestep,end_timestep,y3_probability,y6_probability,y3_entropy,y6_entropy,y3_perturbed_mean,y6_perturbed_mean,y3_local_sensitivity_std,y6_local_sensitivity_std,uncertainty_score,feature_z_rms,feature_z_max,diagonal_mahalanobis,temporal_delta_z_rms,ood_score,ood_feature_rms_flag,ood_feature_max_flag,ood_mahalanobis_flag,ood_temporal_flag,ood_flag,laboratory_generated,physical_vehicle,direct_actuation,model_retraining,live_cortex_xdr,real_world_attack_claim
C07_HEARTBEAT_INTEGRITY_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C08_SEQUENCE_GATEWAY_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
S00_NORMAL_BASELINE,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C02_BRAKE_ACCELERATOR_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C04_HV_POWER_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C03_TORQUE_DYNAMICS_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C05_BATTERY_THERMAL_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C09_RESTRAINT_DOMAIN_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C06_HV_CONTACTOR_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C10_MULTI_DOMAIN_ATTACK,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C01_SPEED_SENSOR_SPOOFING,370,370,381,0.3146081864833832,0.9527611136436462,0.8984213978659665,0.2745500934366322,0.3146077394485473,0.9527611136436462,1.3821982065564953e-06,6.882551417675131e-08,0.8984213978659665,0.5092037916183472,1.913436770439148,0.2592885196208954,0.0003791932249441,1.001384139060974,True,False,True,False,True,True,False,False,False,False,False
C02_BRAKE_ACCELERATOR_ATTACK,369,369,380,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146085441112518,0.9527609944343568,2.544043354646419e-06,6.882551417675131e-08,0.8984213309077211,0.509192168712616,1.913436770439148,0.2592766582965851,0.0004439018084667,1.0013383626937866,True,False,True,False,True,True,False,False,False,False,False
C07_HEARTBEAT_INTEGRITY_ATTACK,369,369,380,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146085441112518,0.9527609944343568,2.544043354646419e-06,6.882551417675131e-08,0.8984213309077211,0.509192168712616,1.913436770439148,0.2592766582965851,0.0004439018084667,1.0013383626937866,True,False,True,False,True,True,False,False,False,False,False
C02_BRAKE_ACCELERATOR_ATTACK,371,371,382,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146093785762787,0.9527611136436462,1.008152821668773e-06,0.0,0.8984213309077211,0.509148120880127,1.913436770439148,0.259231835603714,0.000332162133418,1.0011652708053589,True,False,True,False,True,True,False,False,False,False,False
C07_HEARTBEAT_INTEGRITY_ATTACK,371,371,382,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146093785762787,0.9527611136436462,1.008152821668773e-06,0.0,0.8984213309077211,0.509148120880127,1.913436770439148,0.259231835603714,0.000332162133418,1.0011652708053589,True,False,True,False,True,True,False,False,False,False,False
C08_SEQUENCE_GATEWAY_ATTACK,371,371,382,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146093785762787,0.9527611136436462,1.008152821668773e-06,0.0,0.8984213309077211,0.509148120880127,1.913436770439148,0.259231835603714,0.000332162133418,1.0011652708053589,True,False,True,False,True,True,False,False,False,False,False
C08_SEQUENCE_GATEWAY_ATTACK,369,369,380,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146085441112518,0.9527609944343568,2.544043354646419e-06,6.882551417675131e-08,0.8984213309077211,0.509192168712616,1.913436770439148,0.2592766582965851,0.0004439018084667,1.0013383626937866,True,False,True,False,True,True,False,False,False,False,False
C06_HV_CONTACTOR_ATTACK,371,371,382,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146093785762787,0.9527611136436462,1.008152821668773e-06,0.0,0.8984213309077211,0.509148120880127,1.913436770439148,0.259231835603714,0.000332162133418,1.0011652708053589,True,False,True,False,True,True,False,False,False,False,False
C06_HV_CONTACTOR_ATTACK,369,369,380,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146085441112518,0.9527609944343568,2.544043354646419e-06,6.882551417675131e-08,0.8984213309077211,0.509192168712616,1.913436770439148,0.2592766582965851,0.0004439018084667,1.0013383626937866,True,False,True,False,True,True,False,False,False,False,False
C03_TORQUE_DYNAMICS_ATTACK,369,369,380,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146085441112518,0.9527609944343568,2.544043354646419e-06,6.882551417675131e-08,0.8984213309077211,0.509192168712616,1.913436770439148,0.2592766582965851,0.0004439018084667,1.0013383626937866,True,False,True,False,True,True,False,False,False,False,False
C01_SPEED_SENSOR_SPOOFING,369,369,380,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146085441112518,0.9527609944343568,2.544043354646419e-06,6.882551417675131e-08,0.8984213309077211,0.509192168712616,1.913436770439148,0.2592766582965851,0.0004439018084667,1.0013383626937866,True,False,True,False,True,True,False,False,False,False,False
C09_RESTRAINT_DOMAIN_ATTACK,371,371,382,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146093785762787,0.9527611136436462,1.008152821668773e-06,0.0,0.8984213309077211,0.509148120880127,1.913436770439148,0.259231835603714,0.000332162133418,1.0011652708053589,True,False,True,False,True,True,False,False,False,False,False
C05_BATTERY_THERMAL_ATTACK,371,371,382,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146093785762787,0.9527611136436462,1.008152821668773e-06,0.0,0.8984213309077211,0.509148120880127,1.913436770439148,0.259231835603714,0.000332162133418,1.0011652708053589,True,False,True,False,True,True,False,False,False,False,False
C05_BATTERY_THERMAL_ATTACK,369,369,380,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146085441112518,0.9527609944343568,2.544043354646419e-06,6.882551417675131e-08,0.8984213309077211,0.509192168712616,1.913436770439148,0.2592766582965851,0.0004439018084667,1.0013383626937866,True,False,True,False,True,True,False,False,False,False,False
C03_TORQUE_DYNAMICS_ATTACK,371,371,382,0.3146081268787384,0.9527611136436462,0.8984213309077211,0.2745500934366322,0.3146093785762787,0.9527611136436462,1.008152821668773e-06,0.0,0.8984213309077211,0.509148120880127,1.913436770439148,0.259231835603714,0.000332162133418,1.0011652708053589,True,False,True,False,True,True,False,False,False,False,False
